gan_plant_8715,aptitud_forVII_lingue,bn_lingue_87,cul_prad_lingue_87,dem_lingue,dis_caminos_lingue,dis_comunidades_lingue,dis_hid_lingue,dis_plant87_lingue,dis_urbano_lingue,mat_lingue_87,pen_lingue15,pend_lingue,predios_lingue1,x,y
0,1,0,1,177,1353.661743,1047.85498,509.1168823,180,6058.663086,0,0,32.35187149,1281,659651.3161,5629780.149
0,1,0,0,96,1620,2413.462158,722.4956665,30,16503.38086,1,0,15.46298599,1665,670484.3088,5628999.934
0,1,1,0,99,690,1957.600586,3868.488037,123.6931686,25518.57617,0,1,14.57335281,276,679486.7958,5627889.627
0,1,1,0,198,1110,4908.003906,152.9705811,42.42640686,10812.32617,0,0,33.6608696,1590,665022.8,5635991.865
0,1,0,1,6,403.6087341,2609.310303,120,84.85281372,15920.53418,0,0,25.66444397,1665,669524.0435,5627859.619
0,0,0,0,10,2248.599609,2728.680908,2635.906006,42.42640686,21513.93359,0,1,10.1351366,638,675105.5855,5626929.362
0,1,1,0,143,384.1874695,4008.004395,637.8087769,330,15403.21094,0,0,25.94684982,1109,669854.1347,5634911.567
0,0,0,0,13,1188.696777,1800.25,2068.912842,90,20521.68945,0,1,4.486397743,638,674265.3534,5627589.544
0,0,0,0,20,379.4733276,2160.208252,241.8677368,30,10386.50098,1,1,6.716691971,1730,664872.7586,5632330.854
0,0,1,0,646,1689.082642,7282.774414,1194.361694,134.1640778,12731.77539,0,1,9.314375877,1590,666433.1897,5637912.396
0,1,0,1,15,1154.123047,3044.815186,0,60,21740.625,0,1,7.451500893,1974,675945.8176,5629480.066
0,NA,0,1,12,30,1127.696777,469.5742798,30,6943.752441,0,1,9.751221657,25,661211.7472,5631340.58
0,1,1,0,15,742.7650757,1086.64624,30,108.1665421,16395.84375,0,1,2.499309301,1077,670814.4,5631340.58
0,1,0,1,56,510,94.86833191,400.2499084,60,234.3074951,0,0,36.108078,63,654669.94,5633591.202
0,0,0,0,305,1717.352661,1215.647949,84.85281372,30,2173.499512,1,0,31.64147186,69,656470.4374,5634371.418
0,1,1,0,599,1623.607056,8180.543945,330,342.0526123,13409.16113,0,1,12.91981506,1590,666823.2974,5638752.628
0,1,0,1,390,2520,15872.04102,644.1273193,152.9705811,32205.42969,0,1,11.25460339,45,684738.2466,5644574.236
0,NA,1,0,474,42.42640686,11720.75098,708.0254517,42.42640686,15671.4043,0,0,34.69651794,150.5941315,667303.4301,5642713.722
0,1,1,0,478,976.729248,2790.161377,240,189.7366638,7044.891602,0,0,28.76921082,121,657130.6198,5625849.063
0,0,1,0,149,2151.022949,2818.244141,1597.623291,30,15191.37891,0,0,24.85385513,1665,669404.0104,5630140.249
0,1,1,0,128,432.6661682,853.8149414,3472.232666,30,24857.4043,0,0,48.90890121,497,679246.7295,5630590.373
0,1,0,1,210,1168.460571,2314.670654,1187.939453,67.08203888,12467.58984,0,0,30.75155067,114,666073.0902,5628489.793
0,0,1,0,13,180,1997.197998,270,30,20268.39258,0,1,4.749418736,341,673035.0135,5624918.806
0,NA,1,0,8,360,268.3281555,212.1320343,364.9657593,5445.971191,0,1,2.124004602,5,659711.3327,5631550.638
0,0,0,0,11,603.7383423,1244.548096,931.9334717,94.86833191,18787.68945,0,1,4.165515423,437,672794.9471,5628819.884
0,1,0,0,721,1484.924194,15169.94727,1001.299133,323.1098938,25305.06641,1,0,19.44898796,29,676575.9917,5645894.601
0,1,1,0,538,1972.029419,14313.80469,1440.3125,67.08203888,22303.5625,0,0,23.82733154,45,673245.0715,5645714.551
0,0,1,0,476,3107.281738,1397.175781,1718.400391,67.08203888,4928.498535,0,0,16.17593575,58,659021.142,5635421.708
0,1,0,0,324,1574.071167,5287.239258,241.8677368,216.3330841,9990.720703,1,0,15.86181068,786,660191.4653,5624288.632
0,1,0,1,29,636.3961182,3237.360107,42.42640686,67.08203888,10062.93164,0,1,13.60026455,1730,664572.6757,5633921.293
0,0,1,0,155,894.9860229,2949.322021,750,60,10470.38672,0,0,43.03604507,1730,664992.7917,5633111.069
0,0,0,1,11,913.8927612,2981.040039,1047.85498,192.0937347,21276.9375,0,1,5.334462643,341,674145.3202,5624948.815
0,1,1,0,175,1710.263184,12289.38574,1266.056885,60,19549.25391,0,1,12.97342491,1872,671204.5078,5643734.004
0,0,0,1,10,240,2428.703369,180,161.5549469,16718.58789,0,1,8.697852135,396,669163.9441,5624948.815
0,1,0,0,321,2258.185059,2095.065674,1040.096191,161.5549469,2737.900635,1,1,13.56193638,NA,656320.3959,5635871.832
0,0,0,1,16,192.0937347,3430.116699,1631.349121,108.1665421,21591.01953,0,1,3.003796101,144,673995.2787,5623808.499
0,1,1,0,502,1143.547119,3650.890381,859.0692749,192.0937347,7658.46582,0,1,14.33324814,121,656710.5037,5625008.831
0,0,1,0,146,468.6149902,792.0227051,702.9224854,30,18208.04688,0,0,24.5800724,1077,672614.8974,5631130.522
0,1,1,0,11,90,1489.463013,930,182.4828796,6897.716797,0,1,9.011387825,53,661001.6892,5630830.439
0,0,1,0,51,67.08203888,8913.635742,30,60,20956.43359,0,0,64.23543549,986,674415.3948,5640012.976
0,1,1,0,381,948.6832886,12622.4082,2060.412598,90,19031.56641,0,0,24.99309349,1872,670454.3005,5644004.079
0,0,0,0,14,432.6661682,456.9463806,474.3416443,351.1409912,18754.79883,0,1,4.486397743,105,671774.6653,5625819.055
0,1,0,1,22,0,1530,300,30,1425.236816,0,0,32.44826889,20,654819.9814,5630980.481
0,1,1,0,29,390,3163.115479,1154.512939,30,19950,0,0,23.36404991,1410,674475.4114,5633291.119
0,1,1,0,466,1859.516113,3933.090332,403.6087341,123.6931686,8873.612305,0,0,42.66350174,503,660131.4488,5625699.022
0,0,1,0,263,952.9428101,657.951355,531.6013794,67.08203888,1015.135437,0,0,31.00442314,25,655030.0395,5634641.492
0,0,1,0,172,466.6904907,1061.508301,1055.130371,30,636.3961182,0,0,60.24032593,46,654519.8985,5634761.525
0,0,1,0,550,390,2592.006836,930,241.8677368,7110.696289,0,0,22.43198776,946,657820.8104,5626149.146
0,0,1,0,239,2457.987061,3570.125977,2250.799805,30,12364.4043,0,1,13.45919323,1730,666883.314,5632871.003
0,1,0,1,14,268.3281555,1562.593994,1183.38501,90,7542.181152,0,1,3.583312035,23,661661.8716,5630770.423
0,1,0,0,186,247.3863373,12661.88379,814.9846802,94.86833191,22755.37109,1,0,17.12427139,82,674775.4943,5643794.021
0,1,1,0,280,2020.717651,16431.81445,1129.29187,201.2461243,31210.28125,0,0,32.05011749,188,683237.8321,5645654.535
0,1,1,0,463,2724.05957,17909.59766,2333.838135,180,30255.85938,0,0,24.21737862,919,681287.2932,5647545.057
0,1,0,1,281,1317.953003,1092.016479,961.8731689,351.1409912,3990,0,0,21.8679657,75,658511.0011,5633411.152
0,1,0,1,294,2468.947266,750.5997314,1060.660156,123.6931686,5031.600098,0,0,46.5979538,45,659351.2332,5634821.542
0,1,1,0,123,339.4112549,1994.492432,424.2640686,42.42640686,9231.522461,0,0,31.88728714,47,663732.4436,5632570.92
0,0,1,0,10,2202.907227,2899.931152,2330.944092,30,21668.05859,0,1,8.331030846,638,675105.5855,5626419.221
0,1,0,0,72,577.0615234,853.8149414,510.8815918,90,5490.082031,1,0,26.86676788,1281,659321.2249,5630500.348
0,0,0,1,9,84.85281372,1218.23645,60,180,1100.227295,0,1,5.334462643,14,654309.8405,5631130.522
0,NA,1,0,539,192.0937347,6939.344238,833.5466309,30,11291.36426,0,0,37.5774765,318.2577515,664422.6342,5638842.653
0,0,1,0,9,120,416.7733154,361.2478333,189.7366638,18508.92969,0,1,3.583312035,437,672104.7565,5627409.494
0,0,1,0,337,1724.673828,1356.650269,551.5432739,67.08203888,6757.729004,0,0,34.27892685,1281,659801.3576,5628579.818
0,NA,1,0,460,305.9411621,11194.02051,174.9285583,60,15140.0459,0,0,46.64261627,328.9328003,666883.314,5642383.631
0,1,0,1,125,766.6159668,975.807373,0,42.42640686,7922.04541,0,0,48.59569931,77,662442.0871,5633021.045
0,1,1,0,130,3570.50415,4062.536133,408.0441284,30,10717.85449,0,0,31.83282471,1148,663102.2695,5626389.212
0,1,0,1,48,1149.82605,1350,692.6037598,30,11541.62012,0,1,5.033211708,24,665322.8829,5629119.967
0,1,0,1,293,1764.652954,16006.20215,2220,84.85281372,28041.01367,0,1,13.44629478,46,679696.8538,5645774.568
0,1,1,0,222,510,6664.728027,678.8225098,30,21365.47656,0,0,42.80966568,47,675585.7181,5637012.147
0,1,1,0,273,2696.831543,5689.332031,1061.508301,134.1640778,12597.17871,0,0,20.75246239,1590,666973.3389,5635331.683
0,0,0,0,233,335.4101868,5102.911133,1340.634155,152.9705811,15729.41504,1,0,17.91655922,1252,670004.1762,5636201.923
0,1,0,1,21,67.08203888,429.5346375,870,161.5549469,300,0,0,20.65188599,108,653619.6498,5632000.763
0,1,1,0,167,150,3184.525146,2482.941895,30,22145.87305,0,0,18.2903614,1410,676636.0083,5631940.746
0,1,0,1,102,1032.279053,1302.497559,201.2461243,123.6931686,4270.550293,0,1,6.065082073,73,655840.2633,5628309.743
0,1,0,0,18,971.6480713,750.5997314,108.1665421,152.9705811,4890,0,1,10.42211628,21,659411.2498,5633321.127
0,1,0,0,71,792.0227051,13869.89941,150,30,28714.95313,1,0,24.85385513,60,681437.3347,5643433.921
0,1,1,0,186,335.4101868,10559.40332,283.0194397,60,20926.32813,0,0,65.20861816,1872,673665.1876,5641873.49
0,0,1,0,363,2400.75,1721.540039,750.5997314,468.6149902,2665.951904,0,0,16.00338745,93,656590.4705,5635181.641
0,1,0,0,7,210,465.7252502,90,284.6049805,9965.239258,1,1,2.945464373,NA,664062.5348,5630320.298
0,1,0,1,183,2925.884521,5035.891113,2747.580811,120,13963.38086,0,0,25.35837746,6,666343.1648,5625488.964
0,1,1,0,658,2884.527588,17676.00977,3426.441406,228.4731903,28513.73438,0,0,18.1475029,48,679366.7627,5647485.04
0,1,0,1,11,30,2110.473877,90,212.1320343,9821.324219,0,0,25.16605759,1730,664302.6011,5632300.846
0,1,1,0,12,764.8529053,751.7978516,270,169.7056274,18388.33594,0,1,6.065082073,29,671714.6487,5626659.287
0,1,1,0,446,2024.27771,19262.00977,1130.884644,67.08203888,31319.20898,0,0,17.65313911,2494.65332,681827.4424,5648835.413
0,NA,0,0,10,483.7354736,1243.100952,1623.607056,408.0441284,2322.434082,0,1,1.317251682,63,656530.454,5632000.763
0,0,0,0,8,331.3608398,986.8130493,212.1320343,212.1320343,19038.18555,0,1,0.83310312,19,672284.8062,5626329.196
0,1,0,0,150,1584.04541,17208.02734,1494.59021,30,31412.73633,1,0,34.57629013,188,683087.7906,5646494.767
0,1,1,0,11,90,2822.07373,283.0194397,247.3863373,15420.2627,0,1,5.92031002,1109,669944.1596,5633501.177
0,1,0,1,218,1328.495361,1923.746338,1065.316895,42.42640686,17490,0,0,41.86291504,1077,672014.7316,5633381.144
0,1,1,0,323,3240.55542,4094.203125,276.5863342,192.0937347,9438.374023,0,0,54.7888031,1148,661601.855,5626479.237
0,0,1,0,649,912.4143677,9021.823242,550.7268066,240,13719.1543,0,0,33.16754913,85,666583.2311,5639952.96
0,1,0,1,8,1418.908081,1471.223999,90,283.0194397,10990.48633,0,1,3.434972048,39,664572.6757,5628729.859
0,0,1,0,9,212.1320343,1291.394653,228.4731903,210,16295.82813,0,1,4.749418736,1077,670784.3917,5632120.796
0,0,1,0,596,989.5453491,3389.070557,590.9314575,127.2792206,8089.548828,0,0,18.86017418,786,659321.2249,5626029.113
0,1,1,0,336,2107.913574,10432.4541,924.175293,228.4731903,17271.92578,0,0,28.91959953,1872,669704.0933,5641663.432
0,NA,0,0,11,330,607.4536743,2741.842529,150,1520.85498,0,1,0,NA,653139.5172,5635841.824
0,1,0,0,328,450.9989014,3154.568115,2769.277832,424.2640686,26140.76172,1,0,30.55342484,109,680657.1191,5632450.887
0,0,0,1,12,1489.463013,2424.066895,1626.099609,120,21091.02344,0,1,10.08364582,638,674415.3948,5626179.154
0,0,1,0,609,391.1521301,3167.664795,424.2640686,502.8916321,7790.994629,0,1,7.286676407,786,658601.026,5625849.063
0,0,1,0,202,296.9848633,1441.249512,966.0745239,42.42640686,2731.977295,0,1,8.372582436,108,656440.4291,5630800.431
0,0,0,0,455,1930.518066,5601.731934,1771.016602,335.4101868,13662.35742,1,0,43.04007721,1590,668023.629,5635511.733
0,1,0,0,19,90,1774.06311,216.3330841,90,18222.74609,0,1,11.78185749,437,672344.8228,5629390.041
0,1,1,0,13,898.9994507,3323.642578,351.1409912,108.1665421,21147.12695,0,1,13.2905407,1410,675315.6435,5629330.025
0,1,1,0,385,2401.687012,15264.60645,2040.220581,108.1665421,22758.77148,0,1,12.49654675,73,673185.0549,5646674.816
0,1,0,1,14,0,512.6401978,394.5883789,67.08203888,5920.878418,0,1,9.589736938,27,660071.4322,5631130.522
0,1,0,0,21,615.5485229,4340.368652,30,60,17947.17188,0,1,7.903510094,1109,672314.8145,5635781.807
0,0,0,1,15,560.446228,666.1080933,1301.460693,60,19445.02344,0,0,15.01898003,638,673125.0383,5627529.527
0,1,1,0,70,1323.064575,3210.140137,1451.516479,180,14306.47754,0,0,30.63849258,1109,668803.8446,5632330.854
0,NA,0,0,9,536.656311,702.2819824,1585.181396,123.6931686,0,0,1,4.288661003,108,653439.6001,5632750.97
0,1,1,0,370,1233.28833,16116.2832,3257.314941,30,22574.77539,0,0,19.93363571,273.5187073,672344.8228,5647575.065
0,1,0,1,22,201.2461243,1214.907349,1371.167358,108.1665421,2839.24292,0,0,21.89175606,108,656860.5452,5631520.63
0,1,0,1,92,161.5549469,7158.190918,276.5863342,108.1665421,21575.08984,0,0,19.75877571,1116,675705.7513,5637522.288
0,0,1,0,10,745.1845703,2922.499023,120,42.42640686,13308.00098,0,1,6.89515543,1665,667423.4632,5629930.191
0,1,1,0,103,150,1572.068726,1214.907349,60,19495.33789,0,0,27.43554115,133,673515.1461,5628789.876
0,1,1,0,57,1018.675598,5271.812012,424.2640686,42.42640686,16447.49805,0,0,29.25366592,142,667393.4549,5622518.143
0,1,0,0,94,134.1640778,3095.238281,1973.854126,30,21936.75,1,0,35.07453156,1410,676395.9419,5631490.622
0,NA,0,1,11,655.2098999,930.4837646,60,127.2792206,5003.079102,0,1,3.172362089,1281,658721.0591,5630290.29
0,0,1,0,391,390,726.2230835,1350,30,5376.364746,0,0,22.94439125,38,657670.769,5628189.71
0,1,1,0,423,1961.733887,9324.40332,480.9365845,60,14665.33691,0,0,44.07186508,399,667723.5461,5639802.918
0,0,1,0,89,1416.050903,1736.116333,600,30,15884.4834,0,0,17.91655922,1665,670244.2425,5630920.464
0,1,1,0,114,1501.199463,12361.31055,445.9820557,42.42640686,20357.80273,0,0,55.52493286,80,672074.7482,5643824.029
0,1,1,0,42,1166.919067,725.6032104,152.9705811,42.42640686,4589.313477,0,1,13.60026455,946,656470.4374,5628279.735
0,1,0,1,342,268.3281555,14932.55859,3500.24292,123.6931686,19974.00781,0,0,43.96543503,207.1297913,670064.1928,5646284.709
0,0,1,0,468,1531.176025,5568.051758,2096.783203,67.08203888,14229.55371,0,0,16.58900642,1252,668533.77,5635901.84
0,0,0,0,267,1578.923706,11340.04004,1697.056274,120,17421.19336,1,0,32.52838135,1872,669434.0187,5642533.672
0,1,0,1,224,1248.519165,323.1098938,247.3863373,169.7056274,5721.275879,0,0,30.06682968,1281,658991.1337,5629240
0,1,0,1,162,540,7749.35498,570.7889404,42.42640686,20970.08594,0,0,28.74507523,37,674835.5109,5638632.595
0,1,0,0,412,1830.24585,5685.296875,424.2640686,212.1320343,11649.31348,1,0,44.27220154,1590,665803.0156,5636321.956
0,1,1,0,303,123.6931686,18828.77148,1321.362915,30,32843.90234,0,0,37.49889755,2494.65332,683988.0393,5647935.165
0,1,1,0,178,1281.600586,1444.991333,582.4946289,189.7366638,1786.448975,0,0,16.07910538,37,655420.1472,5635481.724
0,1,0,1,72,859.0692749,740.9453125,335.4101868,30,4028.16333,0,0,36.62338638,946,656410.4208,5628909.909
0,0,1,0,455,268.3281555,1353.661743,1110.405273,30,5982.725098,0,0,36.89245605,1281,658390.9679,5628039.668
0,1,0,0,101,2061.285889,2513.205078,84.85281372,123.6931686,7896.556152,1,1,5.269006729,1281,661001.6892,5628369.76
0,1,1,0,7,1129.29187,1464.786621,0,228.4731903,18005.44922,0,1,14.24825573,33,670514.3171,5624798.773
0,0,1,0,717,644.1273193,8154.759277,371.0794983,201.2461243,12867.51758,0,0,37.82141495,1590,665953.057,5639322.785
0,1,1,0,425,300,13587.38379,882.3264771,90,24444.82813,0,0,38.36347198,48,676425.9502,5644274.153
0,1,0,1,141,30,1020.441101,2647.149414,127.2792206,2284.928955,0,0,27.61205864,16.69221497,653679.6664,5636652.048
0,0,1,0,138,626.418396,2558.280762,684.1052246,67.08203888,7862.747559,0,1,1.767278552,1281,661571.8467,5629690.124
0,0,0,1,6,189.7366638,603.7383423,408.0441284,120,300,0,1,7.11803627,24,654669.94,5632871.003
0,0,1,0,233,2054.288086,2288.274414,1321.362915,30,15773.75391,0,0,17.51498985,1665,670004.1762,5630170.257
0,NA,1,0,434,577.0615234,16865.23047,3800.065674,30,22999.51563,0,0,40.35608673,97.77886963,672314.8145,5648325.272
0,1,0,1,400,30,14392.99805,3120.576904,276.5863342,19679.56641,0,0,19.58235359,76,670094.201,5645744.559
0,NA,0,0,10,1142.365967,1934.941895,1878.776245,67.08203888,3041.709961,0,1,7.166624069,NA,652749.4094,5637312.23
0,1,1,0,169,750,1776.344604,3463.018799,161.5549469,24655.27344,0,0,18.34719276,79,679126.6963,5631550.638
0,1,1,0,121,1615.549438,9772.681641,270,67.08203888,17173.13281,0,0,25.08318329,1872,669914.1513,5641033.258
0,0,0,1,6,1154.123047,2870.139404,1259.285522,84.85281372,21282.43555,0,1,4.998618603,341,674355.3782,5625458.955
0,0,0,0,310,1168.460571,1355.654785,1719.185913,403.6087341,17947.24805,1,1,8.99211216,1077,672464.856,5632690.953
0,1,0,0,170,240,2406.740479,2889.515625,182.4828796,24291.42383,0,0,39.16470718,75,678796.6051,5632180.812
0,1,0,1,95,990.4544678,364.9657593,381.837677,150,7646.76416,0,0,55.0415802,49,662111.9959,5632270.837
0,1,0,0,146,1142.365967,1865.07373,827.586853,67.08203888,4574.582031,0,1,14.18723488,73,655420.1472,5627829.61
0,1,0,1,11,150,1248.519165,234.3074951,161.5549469,1183.38501,0,1,9.011387825,8,655120.0643,5631610.655
0,1,0,1,468,150,16766.88672,4763.297363,228.4731903,21502.86523,0,1,13.07998466,127.7193298,670514.3171,5648175.231
0,1,1,0,45,1502.697632,3457.687012,2057.790039,30,22040.22266,0,0,17.76093102,638,675165.6021,5625458.955
0,1,1,0,384,465.7252502,19603.22656,872.0665283,90,33595.13672,0,0,20.89411926,2494.65332,684498.1802,5648595.347
0,1,1,0,437,384.1874695,12403.75781,2114.734131,84.85281372,17079.80469,0,0,42.55355072,169.80896,668533.77,5643403.913
0,1,1,0,238,1120.089233,12879.75195,2642.72583,67.08203888,25031.61523,0,0,19.79387093,87,677656.2901,5642983.797
0,1,0,1,12,547.4486084,582.4946289,161.5549469,94.86833191,10720.54102,0,1,7.680831432,40,664632.6923,5629630.108
0,1,1,0,24,408.0441284,5460,182.4828796,108.1665421,22394.43164,0,0,16.07910538,10,676876.0746,5634821.542
0,1,1,0,356,1197.747925,7793.131348,1263.210205,150,25389.80273,0,0,41.25333023,353,679576.8207,5637552.296
0,1,0,1,168,342.0526123,2160.208252,429.5346375,258.0697632,9150,0,0,40.23983002,18,663672.427,5633321.127
0,1,1,0,364,1080,19186.04883,647.6110229,84.85281372,32038.42773,0,0,52.65053558,2494.65332,682757.6994,5648595.347
0,1,0,1,168,560.446228,2730.65918,2871.550049,189.7366638,22891.47461,0,0,33.74324799,45,677386.2155,5632000.763
0,0,0,0,112,1513.439819,1557.690552,2860.244629,90,24528.5,1,0,25.4403553,1974,678556.5388,5628279.735
0,0,1,0,355,3072.621094,3618.07959,722.4956665,42.42640686,9011.243164,0,0,51.58852768,1148,661571.8467,5627169.428
0,1,1,0,608,201.2461243,3554.20874,60,123.6931686,8115.374512,0,1,5.831721783,786,658420.9762,5625338.922
0,1,1,0,322,737.9024048,5844.998047,30,67.08203888,11004.27637,0,0,40.83480072,126,664812.742,5637312.23
0,1,1,0,551,742.7650757,4320.104004,339.4112549,60,8919.641602,0,0,23.7470932,786,659021.142,5624768.765
0,1,1,0,548,384.1874695,15080.33496,2701.499512,94.86833191,26674.65625,0,0,23.45299911,65,678556.5388,5644994.352
0,0,1,0,443,1726.76001,4806.183594,2388.911865,152.9705811,13146.71094,0,0,19.58235359,1730,667663.5296,5633831.268
0,1,1,0,11,60,3564.828125,2057.790039,30,20951.62305,0,1,8.757494926,1410,675435.6767,5631880.729
0,1,1,0,217,3804.681396,3992.818604,982.7003784,30,12145.51758,0,0,40.41194153,356,664662.7006,5626209.163
0,1,1,0,259,657.951355,553.1726685,697.7822266,218.4032898,5022.290527,0,0,17.57432938,75,658150.9016,5629240
0,1,1,0,327,1186.802368,924.175293,123.6931686,30,6267.128418,0,0,30.04951096,1281,659231.2001,5628609.826
0,0,0,1,326,1764.652954,1201.499023,540,90,6480.138672,0,0,37.94050598,1281,659891.3824,5629300.017
0,1,0,0,17,1507.481323,3399.676514,646.2197876,60,21622.09375,0,1,5.92031002,98,675705.7513,5628849.892
0,0,1,0,333,2589.922852,4794.465332,979.4896851,42.42640686,11997.1875,0,1,10.03188992,1730,666463.198,5634581.476
0,1,1,0,314,67.08203888,12072.7168,1103.086548,247.3863373,22366.18164,0,0,45.23757553,986,674625.4528,5643223.863
0,1,0,0,219,1936.801514,1514.331543,123.6931686,90,5290.98291,1,0,91.64134216,946,656260.3794,5627379.486
0,1,1,0,27,579.3962402,7176.022461,60,313.209198,16992.84766,0,0,74.92835236,1252,670724.3751,5638542.57
0,1,0,0,51,247.3863373,12156.92383,67.08203888,174.9285583,28260.98633,0,0,26.27248573,22,681557.3678,5641663.432
0,1,1,0,34,123.6931686,1500,180,60,10101.98535,0,0,20.01182365,42,664512.6591,5631700.68
0,0,1,0,16,2068.912842,3505.381592,2505.673584,90,22228.38086,0,1,5.334462643,1974,675525.7015,5625909.08
0,0,0,1,19,421.0700684,4053.109863,127.2792206,67.08203888,16904.91406,0,1,7.190794945,396,668413.7368,5623208.334
0,1,0,1,9,174.9285583,2356.480469,0,234.3074951,15971.75293,0,1,3.332412481,82,669343.9938,5627229.445
0,0,1,0,452,2379.285645,6641.596191,630.7138672,30,12902.44141,0,0,26.08690453,1590,667093.372,5636321.956
0,1,0,0,106,270,10170.75195,240,42.42640686,21875.08203,1,0,21.3459816,986,674985.5523,5641153.291
1,1,1,0,314,1596.777954,10164.86621,768.9603271,60,17617.05078,0,0,16.96137428,1872,670184.2259,5641483.382
1,1,0,0,200,400.2499084,10743.22559,494.7726746,90,21923.10352,1,0,19.52022934,986,674775.4943,5641813.473
1,1,0,1,129,1722.846436,4201.071289,1897.60376,94.86833191,14183.62402,0,0,52.4590416,156,667243.4135,5626869.345
1,0,0,1,227,853.8149414,1938.891479,4950,123.6931686,26626.92188,0,1,13.90309048,497,680897.1854,5629510.075
1,NA,0,1,388,84.85281372,15758.4834,4455.580566,84.85281372,19966.23438,0,0,59.49837875,238.8150024,669464.027,5647034.916
1,1,0,1,31,210,6754.332031,361.2478333,60,23718.2207,0,0,25.92677879,230,678046.3979,5636471.998
1,1,1,0,531,1039.663452,16782.95508,3220.077637,90,23551.91016,0,0,16.99203682,150.3627167,673095.03,5648205.239
1,1,0,1,288,1860.967529,16383.9834,1656.532471,30,31871.08594,0,0,20.24457741,65,684078.0642,5645354.452
1,1,1,0,291,2791.451172,3127.059326,442.9447021,30,8506.097656,0,0,24.26032829,503,661061.7058,5627319.469
1,1,1,0,132,4128.353027,4337.568359,692.6037598,150,11851.97461,0,1,9.44387722,356,664122.5513,5625879.071
1,0,1,0,160,30,1281.600586,4125.736328,30,25858.71289,0,0,17.57432938,497,680056.9533,5629089.959
1,1,0,0,143,2504.595703,3504.868164,2076.078125,30,12875.83789,1,0,26.16660118,1730,667363.4467,5632240.829
1,1,0,1,121,218.4032898,11480.12598,270,30,27931.03125,0,0,46.44876862,49,681407.3264,5641003.25
1,0,0,1,468,180,4038.539307,1298.345093,295.4657288,9354.277344,0,0,23.47518349,79,663522.3855,5635961.857
1,1,1,0,67,863.770813,5340.084473,84.85281372,42.42640686,17727.15625,0,0,29.54874802,1252,671924.7067,5636802.089
1,1,0,1,341,2485.839844,5635.689941,424.2640686,60,12021.16895,0,0,53.26976395,1590,666343.1648,5635601.757
1,1,1,0,255,90,5812.417969,424.2640686,60,25053.28711,0,0,15.31641483,47,679486.7958,5635571.749
1,1,1,0,91,94.86833191,960.4686279,1763.887695,67.08203888,330,0,0,29.00945854,44,653739.683,5634671.5
1,1,0,0,189,1074.150879,7778.855957,432.6661682,42.42640686,16947.31836,1,0,37.92678452,1252,670484.3088,5639112.727
1,1,0,0,209,90,3920.025391,2007.311646,30,22200.99414,1,0,23.85644341,41,676726.0331,5632991.036
1,1,1,0,473,1770,14307.86133,123.6931686,108.1665421,23753.10547,0,0,36.51425552,103,675075.5772,5645414.468
1,1,0,0,84,695.8447876,2686.801025,351.1409912,67.08203888,17085.17773,1,0,27.66228485,1077,671594.6155,5634131.351
1,NA,0,1,684,150,9208.094727,1070.794067,30,13331.24512,0,0,52.24360275,90.78542328,665773.0073,5640703.167
1,1,0,1,70,1068.269653,1465.401001,1878.297119,94.86833191,23275.14844,0,1,14.77437401,83,677626.2818,5630350.307
1,1,0,1,312,323.1098938,5682.684082,362.491394,94.86833191,25869.13477,0,0,20.82757759,51.70511246,680327.0279,5635301.675
1,1,0,0,43,182.4828796,8342.643555,120,212.1320343,22126.60156,1,0,38.74153519,1116,676005.8342,5638722.62
1,NA,1,0,480,1142.365967,19762.62305,84.85281372,30,32376.46289,0,0,49.82625198,2494.65332,682847.7243,5649165.505
1,1,0,0,619,2108.767334,14872.28613,0,152.9705811,24349.80078,1,0,31.26634979,66,675495.6932,5645894.601
1,0,0,1,285,1959.208984,15282.75488,810,60,28859.00195,0,0,17.32574081,36,680987.2103,5644934.336
1,1,1,0,144,602.9925537,4218.068359,1308.013794,241.8677368,24066.75,0,0,29.8118248,43,678586.5471,5633981.31
1,1,0,0,33,2375.878906,2752.81665,524.7856445,67.08203888,12117.69824,1,0,35.65837097,156,665292.8746,5627559.536
1,1,1,0,176,1080.416626,5662.296387,1331.540405,42.42640686,20078.63086,0,0,15.41803551,47,674355.3782,5636562.023
1,1,0,0,206,510.8815918,12961.42383,67.08203888,284.6049805,21990.18359,1,0,34.1673851,139,673665.1876,5644304.162
1,1,1,0,203,792.0227051,18343.25195,1673.559082,30,32106.01367,0,0,54.79830551,2494.65332,683327.8569,5647605.073
1,NA,1,0,452,3270,3160.838379,3420.131592,189.7366638,6807.951172,0,1,5.033211708,67.70976257,660281.4902,5637102.172
1,1,1,0,157,641.3267212,1380.32605,1231.462524,152.9705811,8444.081055,0,0,24.33174706,26,662772.1783,5631400.597
1,NA,0,1,603,60,7553.628418,330,84.85281372,12000.15039,0,0,21.72467232,174.5011292,665082.8166,5639112.727
1,1,0,0,454,3063.233643,15235.30469,725.6032104,94.86833191,31608.22852,0,0,23.14767647,56,684288.1222,5644064.095
1,1,0,1,325,1015.135437,10243.1875,1044.844482,60,27198.55273,0,0,35.39463043,24,680957.202,5639832.926
1,1,0,1,202,1675.977295,2557.049072,1006.230591,42.42640686,12434.0498,0,0,30.04951096,26,665833.0239,5628009.66
1,1,1,0,221,607.4536743,11504.09082,1622.498047,108.1665421,23280.94727,0,0,60.6078949,986,676095.859,5642173.573
